facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks,latitude,longitude
missing,Obrien LLC Hosp,polyclinic,0,missing,2018-03-27,2025-08-08,58793811296990,good,12.9699,-58.79381
missing,Thompson PLC Medical Center,community health center,88,st. john,2023-05-23,2023-09-25,59189691280700,,12.807,-59.18969
missing,Hoffman-Washington Hospital,hospital,165,st. james,2023-05-13,2021-01-09,,needs upgrade,13.0,-59.0
missing,Hoffman-Washington Hosp,hospital,165,st. james,2023-05-13,2021-01-09,,needs upgrade,13.0,-59.0
missing,Ramirez and Sons,health center,15,st. james,2021-04-05,2018-09-09,59183411328042,missing,13.28042,-59.18341
missing,Pugh Macdonald and Elliott Hospital,clinic,0,st. lucy,2017-10-13,2022-03-01,59111591329955,reinspection due,13.29955,-59.11159
4712,Patrick-Brooks Clinic,missing,0,st. john,2024-12-18,2022-12-31,59036231288886,followup ,12.88886,-59.03623
4713,Peterson Miles and Williams,clinic,10,st. george,2019-01-28,2022-07-13,,,13.0,-59.0
4713,Peterson Miles and Williams,clinic,10,st. george,2019-01-28,2022-07-13,,,13.0,-59.0
4714,Castillo Ltd Polyclinic,clinic,0,st. peter,2025-09-02,2019-04-14,12464159333,,12.464,-15.933
4715,Morris Hernandez and Weaver Hospital,community health center,0,st. joseph,2022-01-09,2020-12-19,124212591214,,12.4212,-59.1214
4715,Morris Hernandez and Weaver Hosp,community health center,0,st. joseph,2022-01-09,2020-12-19,124212591214,,12.4212,-59.1214
4716,Ramirez Owens and Hall,community health center,10,st. john,2022-02-26,2019-03-03,58917581304494,followup ,13.04494,-58.91758
4717,Park-Bond-and-Willis Hospital,hospital,116,st. james,2023-10-01,2021-05-18,59032201316416,followup ,13.16416,-59.0322
4718,Boone-Inc Medical Center,missing,0,st. michael,2025-05-17,2023-09-15,58801271320660,good,13.2066,-58.80127
4718,Boone-Inc Medical Center,missing,0,st. michael,2025-05-17,2023-09-15,58801271320660,good,13.2066,-58.80127
04719,Silva and Sons Hosp,community health center,30,st. lucy,2016-07-21,2021-09-19,12706855916845,,12.70685,-59.16845
missing,Page LLC Hosp,missing,0,st. joseph,2017-07-07,2024-04-12,58941231309663,missing,13.09663,-58.94123
missing,Wolfe Walker and Edwards Infirmary,community health center,230,st. james,2022-06-22,2021-08-20,13235865913838,needs upgrade,13.23586,-59.13838
HF4722,Ferguson-Stark Health Centre,polyclinic,425,st. joseph,2016-06-25,2023-06-25,59065141322173,,13.22173,-59.06514
missing,Wolf-Washington-and-Gallagher Polyclinic,health center,263,christ church,2024-03-25,2019-06-04,,missing,13.0,-59.0
4724,Brooks-Kelly Hospital,health center,171,st. james,2024-05-07,2024-05-11,12745965894217,,12.74596,-58.94217
HF4725,Gonzalez Fields and Saunders,hospital,18,st. michael,2020-11-26,2018-05-20,13249445902535,followup ,13.24944,-59.02535
04726,Solis-Lyons Hospital,health center,122,st. joseph,2025-01-31,2021-10-13,58711761284799,reinspection due,12.84799,-58.71176
4727,Carr LLC Clinic,polyclinic,250,missing,2021-12-24,2023-06-04,59135031297698,missing,12.97698,-59.13503
4728,Moore Ltd Hosp,clinic,0,christ church,2024-06-17,2020-08-23,58826191292515,good,12.92515,-58.82619
4728,Moore Ltd Hosp,clinic,0,christ church,2024-06-17,2020-08-23,58826191292515,good,12.92515,-58.82619
04729,Miller-Flores Hospital,missing,76,st. james,2021-10-13,2023-06-04,12733085920156,missing,12.73308,-59.20156
missing,Brown Huang and Moore Hosp,community health center,378,st. joseph,2019-03-16,2025-02-10,125510584934,missing,12.551,-58.4934
712e17,Torres Inc Infirmary,clinic,97,st. lucy,2020-03-23,2024-03-28,58784871294306,missing,12.94306,-58.78487
missing,Montgomery Group,community health center,0,st. lucy,2018-09-28,2025-01-22,58901111281995,needs upgrade,12.81995,-58.90111
04733,Harrell LLC,polyclinic,179,missing,2020-12-10,2022-02-24,13049995903244,good,13.04999,-59.03244
HF4734,Jackson-Garcia Hospital,polyclinic,0,st. joseph,2020-11-01,2019-06-10,58780581322328,missing,13.22328,-58.78058
HF4735,Hopkins Bennett and Browning,polyclinic,234,st. michael,2024-05-14,2018-01-07,59184891313854,reinspection due,13.13854,-59.18489
HF4736,Bruce Lewis and Alvarado Hospital,hospital,0,st. george,2021-03-14,2022-03-09,59216621294525,,12.94525,-59.21662
HF4736,Bruce Lewis and Alvarado Hosp,hospital,0,st. george,2021-03-14,2022-03-09,59216621294525,,12.94525,-59.21662
missing,Garcia Barrera and Alvarez,clinic,269,st. james,2017-04-29,2020-11-20,59161121306542,needs upgrade,13.06542,-59.16112
4738,Garcia LLC,polyclinic,284,st. lucy,2016-12-05,2018-12-25,59177391328620,good,13.2862,-59.17739
04739,Henderson Inc,health center,63,christ church,2024-08-24,2024-05-22,13274385898340,,13.27438,-58.9834
04739,Henderson Inc,health center,63,christ church,2024-08-24,2024-05-22,13274385898340,,13.27438,-58.9834
4740,Small-Harrison Hospital,health center,154,st. john,2018-03-09,2023-10-29,13928584859,missing,13.928,-58.485
4741,Kim-Munoz,hospital,451,st. george,2022-12-25,2023-09-19,,needs upgrade,13.0,-59.0
4742,Wyatt Solis and Weaver,polyclinic,365,st. michael,2023-06-28,2022-05-29,59225291272011,followup ,12.72011,-59.22529
missing,Bush-Jacobson,health center,10,st. george,2017-02-15,2018-08-23,,good,13.0,-59.0
missing,Bush-Jacobson,health center,10,st. george,2017-02-15,2018-08-23,,good,13.0,-59.0
HF4744,Winters Burton and Johnson Hosp,hospital,304,st. peter,2016-08-14,2020-01-18,12793255899278,good,12.79325,-58.99278
15014d,Watts Allen and Bond Infirmary,health center,361,st. john,2017-10-26,2023-12-03,59257221298753,needs upgrade,12.98753,-59.25722
missing,Murphy Group Medical Center,community health center,281,st. james,2024-05-02,2024-10-05,,,13.0,-59.0
missing,Rivers-White Medical Center,clinic,234,st. michael,2016-05-31,2019-10-10,58873341278137,needs upgrade,12.78137,-58.87334
4897fd,Ritter Myers and Cline,clinic,0,st. john,2020-12-26,2025-12-24,58750641292641,good,12.92641,-58.75064
4897fd,Ritter Myers and Cline,clinic,0,st. john,2020-12-26,2025-12-24,58750641292641,good,12.92641,-58.75064
missing,Freeman Copeland and Hernandez Medical Center,health center,396,st. john,2020-09-30,2022-04-04,58823311325715,followup ,13.25715,-58.82331
HF4750,Webb-Booth-and-Adkins Hosp,hospital,468,st. joseph,2023-01-16,2024-06-16,13115855890305,good,13.11585,-58.90305
missing,Bruce Group Hospital,community health center,57,st. george,2018-02-21,2022-07-04,,followup ,13.0,-59.0
HF4752,James-Phillips Hospital,polyclinic,10,st. peter,2022-12-21,,59136701311091,,13.11091,-59.1367
HF4753,Silva-Wall Clinic,missing,0,christ church,2023-02-16,2021-08-13,,followup ,13.0,-59.0
HF4753,Silva-Wall Clin,missing,0,christ church,2023-02-16,2021-08-13,,followup ,13.0,-59.0
HF4754,Stephens Crawford and Edwards Hosp,missing,0,st. michael,2018-01-04,2024-05-30,12801735881312,needs upgrade,12.80173,-58.81312
missing,Meyer Smith and Wilson,hospital,264,missing,2023-09-21,2020-04-28,,,13.0,-59.0
missing,Ross-PLC Hospital,clinic,357,st. joseph,2020-11-30,2023-04-28,12924005898055,,12.924,-58.98055
missing,Hickman-Saunders Hosp,missing,0,christ church,2018-12-02,2023-07-17,58873431271004,followup ,12.71004,-58.87343
HF4758,Mccoy Garcia and Cruz Medical Center,community health center,10,christ church,2022-11-07,2020-12-22,58836211287156,followup ,12.87156,-58.83621
missing,Smith LLC Hosp,missing,143,st. lucy,2021-10-21,2024-01-18,12425259848,good,12.425,-25.984
04760,Webb-Choi Hospital,polyclinic,498,st. andrew,2024-11-20,2025-02-20,12750225895951,,12.75022,-58.95951
4e4aeb,Ramsey-Nguyen,polyclinic,0,st. joseph,2019-06-25,2018-07-17,,reinspection due,13.0,-59.0
HF4762,Fisher-Gonzalez-and-Harding Health Centre,missing,321,st. peter,2019-10-07,2025-01-28,13041485902761,missing,13.04148,-59.02761
4763,Carson PLC Medical Center,polyclinic,50,st. peter,2025-04-09,,12869565910765,followup ,12.86956,-59.10765
04764,Garcia-Freeman Medical Center,clinic,301,st. michael,2024-11-17,2023-04-11,59205671275188,missing,12.75188,-59.20567
missing,Salazar and Sons Infirmary,hospital,26,st. andrew,2020-04-23,2020-08-01,13143591523,followup ,13.143,-59.152
04766,Mejia Inc Infirmary,missing,0,st. lucy,2024-09-15,2021-05-27,125756584833,missing,12.5756,-58.4833
missing,Hernandez Jackson and Mitchell Infirmary,health center,298,st. andrew,2025-02-04,2023-05-24,13414591735,followup ,13.414,-59.173
missing,Griffin Sullivan and Reyes,missing,408,christ church,2021-03-26,2023-10-12,59294891287631,,12.87631,-59.29489
4cb7d7,Sherman-Bennett Hospital,hospital,0,st. john,2021-03-07,2018-11-26,58945271306084,needs upgrade,13.06084,-58.94527
HF4770,Dunn Wilson and Reed,missing,342,st. andrew,2016-06-25,2018-11-28,12764625928204,,12.76462,-59.28204
df60e2,Brown-Gilbert Hosp,polyclinic,431,st. james,2019-05-03,2022-08-20,13176705893323,missing,13.1767,-58.93323
missing,Bailey-Martin Infirmary,health center,406,st. james,2024-05-06,2022-07-22,13215005876914,,13.215,-58.76914
04773,Brown Oliver and Johnston Hospital,community health center,289,st. lucy,2017-02-16,2020-03-23,12448585858,,12.448,-58.585
04774,Washington-Gutierrez Hospital,polyclinic,19,st. lucy,2020-07-17,2025-05-23,59240181282055,good,12.82055,-59.24018
missing,May and Sons,hospital,0,st. andrew,2022-12-04,2019-02-19,,,13.0,-59.0
4776,Blackburn-Velazquez Polyclinic,community health center,280,st. michael,2019-11-19,2022-02-28,59022431295587,missing,12.95587,-59.02243
1431c4,Scott-Williams Hospital,polyclinic,489,st. lucy,2017-04-10,2024-08-18,59288761293981,,12.93981,-59.28876
4778,Tucker-Lucas,hospital,225,st. michael,2019-01-02,2025-08-08,58739131294317,,12.94317,-58.73913
4778,Tucker-Lucas,hospital,225,st. michael,2019-01-02,2025-08-08,58739131294317,,12.94317,-58.73913
missing,Rodriguez-Wright-and-Thomas,health center,253,st. peter,2022-03-24,2018-02-27,59294961280336,,12.80336,-59.29496
missing,Cunningham Espinoza and Baker,clinic,0,st. joseph,2018-04-16,2022-09-15,58978231315404,needs upgrade,13.15404,-58.97823
HF4781,Cook Coleman and Ayala,community health center,132,st. joseph,2020-08-14,2018-03-11,59090391317550,,13.1755,-59.09039
HF4781,Cook Coleman and Ayala,community health center,132,st. joseph,2020-08-14,2018-03-11,59090391317550,,13.1755,-59.09039
4782,Fox Gentry and Graves Clinic,hospital,481,st. peter,2019-02-22,2025-05-21,59253541327519,reinspection due,13.27519,-59.25354
HF4783,Miller-Lopez,health center,10,st. john,2016-04-23,2020-03-19,12947765912501,missing,12.94776,-59.12501
4784,Castro-Baker Hospital,community health center,0,st. john,2017-05-31,2018-08-18,58882561317223,missing,13.17223,-58.88256
4785,Thompson Johnson and Thompson,community health center,115,st. george,2021-04-04,2019-02-07,59269741302831,,13.02831,-59.26974
4786,Weber-White Health Centre,polyclinic,10,st. andrew,2016-03-11,2024-07-26,59051111311858,missing,13.11858,-59.05111
missing,Mcclure PLC,missing,10,st. peter,2020-06-08,2018-02-14,58872111292307,needs upgrade,12.92307,-58.87211
4788,Stanley and Sons Polyclinic,hospital,10,st. james,2021-09-15,2023-12-24,58867051275299,good,12.75299,-58.86705
48d0e7,Mccoy Green and Bradley,hospital,176,st. joseph,2016-10-18,2023-03-11,1342159448,good,13.421,-59.448
04790,Sanchez-Sosa Health Centre,community health center,464,st. john,2018-02-06,2022-03-02,58854521307461,needs upgrade,13.07461,-58.85452
HF4791,Walker-Gardner Polyclinic,missing,177,st. andrew,2016-01-31,2023-12-22,59180091318508,good,13.18508,-59.18009
60f01e,Wright-Watson Polyclinic,hospital,391,st. james,2021-09-15,2020-08-24,59114921301433,followup ,13.01433,-59.11492
missing,Thompson Group Hospital,missing,325,st. john,2021-12-27,2025-01-10,,good,13.0,-59.0
04794,Butler LLC,hospital,193,st. michael,2024-08-20,2024-03-20,58753941322384,reinspection due,13.22384,-58.75394
missing,Johnson and Sons Health Centre,community health center,0,christ church,2025-11-29,2025-06-08,59285281314218,needs upgrade,13.14218,-59.28528
4796,Barton Brown and Simpson,clinic,88,st. george,2020-12-07,2022-03-14,125611585520,,12.5611,-58.552
4797,Owens-Moreno Hosp,hospital,0,st. andrew,2017-11-21,2022-11-19,131147584245,,13.1147,-58.4245
missing,Jones-Eaton-and-Stafford Polyclinic,clinic,168,st. peter,2023-03-14,2019-05-07,58852881300551,missing,13.00551,-58.85288
4799,Chang-Davis Health Centre,clinic,0,st. lucy,2025-08-01,2021-03-27,59149791322470,missing,13.2247,-59.14979
4800,Ortiz Ltd Hosp,hospital,10,st. john,2020-05-23,2019-03-20,59065941324525,,13.24525,-59.06594
missing,Hall Ltd Hospital,clinic,82,missing,2020-02-20,2019-01-15,59184911302962,followup ,13.02962,-59.18491
7a723b,Mcknight PLC Hospital,health center,114,st. joseph,2025-03-05,2023-01-17,58749521327468,missing,13.27468,-58.74952
missing,Bird Group Hosp,community health center,0,st. george,2018-03-05,2019-08-14,124737584454,needs upgrade,12.4737,-58.4454
missing,Burns-Serrano Infirmary,health center,256,st. joseph,2019-05-29,2018-11-25,13260535918897,needs upgrade,13.26053,-59.18897
04805,Smith-Young-and-Phillips Medical Center,polyclinic,10,christ church,2017-01-30,,,needs upgrade,13.0,-59.0
2d7037,Singh Love and Moore Polyclinic,community health center,0,st. joseph,2016-12-01,2019-11-21,58718331282775,missing,12.82775,-58.71833
4807,Harris-Price,missing,112,st. joseph,2017-06-05,2023-05-29,59125811299043,needs upgrade,12.99043,-59.12581
missing,Hansen-Miller Hosp,health center,319,st. michael,2021-02-18,2021-04-27,13288945918907,good,13.28894,-59.18907
4809,Thompson Russell and Zamora Medical Center,missing,275,missing,2025-06-16,2023-06-07,,needs upgrade,13.0,-59.0
4810,Kaufman-Irwin,community health center,390,st. michael,2018-10-04,2018-05-23,58992941273008,,12.73008,-58.99294
4810,Kaufman-Irwin,community health center,390,st. michael,2018-10-04,2018-05-23,58992941273008,,12.73008,-58.99294
eb8651,Chavez Harrell and Decker Health Centre,polyclinic,434,st. john,2019-12-04,2023-07-15,58817821272648,needs upgrade,12.72648,-58.81782
missing,Alexander Morales and Taylor,health center,59,st. peter,2020-05-08,2024-03-07,13121695897026,needs upgrade,13.12169,-58.97026
missing,Alexander Morales and Taylor,health center,59,st. peter,2020-05-08,2024-03-07,13121695897026,needs upgrade,13.12169,-58.97026
4813,Lane Bass and Schultz,hospital,30,st. john,2016-07-09,2020-11-22,13641584933,,13.641,-58.493
missing,Hill Clark and Reynolds Health Centre,health center,10,missing,2016-03-26,2018-02-03,,followup ,13.0,-59.0
3eeeb2,Brown Ltd Health Centre,community health center,0,st. peter,2023-06-02,2023-03-04,58788141310120,missing,13.1012,-58.78814
3eeeb2,Brown Ltd Health Centre,community health center,0,st. peter,2023-06-02,2023-03-04,58788141310120,missing,13.1012,-58.78814
04816,Brewer-Bell,health center,0,st. lucy,2017-06-19,2024-07-09,13064045925050,missing,13.06404,-59.2505
4817,Sanchez-Stephens-and-Carter,hospital,105,st. joseph,2017-01-08,2023-09-25,,needs upgrade,13.0,-59.0
4817,Sanchez-Stephens-and-Carter,hospital,105,st. joseph,2017-01-08,2023-09-25,,needs upgrade,13.0,-59.0
04818,Wolf-Gray Hospital,missing,218,st. joseph,2023-03-01,2024-12-18,58935621301262,missing,13.01262,-58.93562
ffe206,Vasquez-Cook Polyclinic,missing,252,st. michael,2024-03-24,2023-09-12,,missing,13.0,-59.0
HF4820,Lopez-Pennington Polyclinic,health center,0,st. john,2018-12-04,2024-07-21,,good,13.0,-59.0
4821,Allen-Elliott Medical Center,community health center,10,st. george,2022-01-30,2019-05-25,13059525884919,needs upgrade,13.05952,-58.84919
missing,Howe-Medina Medical Center,health center,10,missing,2025-12-17,2025-03-21,,missing,13.0,-59.0
4823,Bates Group  NewLine,health center,425,christ church,2016-11-20,2021-04-21,136259118,,13.62,-59.11
missing,Gonzales Fisher and Floyd,missing,95,st. lucy,2020-01-27,2023-12-15,12813375925444,missing,12.81337,-59.25444
missing,Hill LLC Hosp,clinic,144,st. michael,2018-02-22,2020-09-08,58740441307986,missing,13.07986,-58.74044
805cc2,Mitchell PLC Infirmary,clinic,131,st. andrew,2016-08-07,2020-11-07,58725191279045,,12.79045,-58.72519
4827,Coleman Kelley and Hines Hospital,community health center,426,st. james,2018-04-06,2023-06-20,58934561304120,reinspection due,13.0412,-58.93456
00daee,Roberts Carter and Hanson Polyclinic,polyclinic,10,st. john,2025-07-24,2019-05-14,13648585327,,13.648,-58.532
00daee,Roberts Carter and Hanson Polyclinic,polyclinic,10,st. john,2025-07-24,2019-05-14,13648585327,,13.648,-58.532
4829,Adams Morris and Barber,health center,94,missing,2022-03-04,2024-08-07,13263925928429,missing,13.26392,-59.28429
4830,Sanchez-Robinson-and-Bender Medical Center,community health center,0,st. joseph,2021-03-24,2022-09-03,58846651325831,followup ,13.25831,-58.84665
missing,Conway-Mitchell Medical Center,clinic,492,st. george,2019-07-12,2025-11-01,,,13.0,-59.0
HF4832,Castillo Warner and Bishop Polyclinic,hospital,290,st. joseph,2018-02-12,2021-07-30,59102341303858,missing,13.03858,-59.10234
HF4832,Castillo Warner and Bishop Polyclinic,hospital,290,st. joseph,2018-02-12,2021-07-30,59102341303858,missing,13.03858,-59.10234
4833,Gonzales-Jimenez,community health center,0,st. john,2020-12-05,,1329591227,,13.295,-91.227
04834,Simmons-Morris,polyclinic,10,st. john,2020-10-29,2018-06-14,13155585156,missing,13.155,-58.515
missing,Haynes Nunez and Gay Hospital,polyclinic,36,st. joseph,2016-04-04,2020-11-09,1342359724,missing,13.423,-59.724
4836,Ritter-Perry-and-Jordan,hospital,362,st. andrew,2022-04-14,2025-03-05,1352259171,,13.522,-59.171
a7fcd4,Peterson Lyons and Chambers Medical Center,community health center,176,st. michael,2025-05-04,2021-09-24,59177341284045,missing,12.84045,-59.17734
HF4838,Galvan Ltd,missing,312,st. michael,2019-03-23,2020-05-19,13155055888027,good,13.15505,-58.88027
4839,Hammond-Wells Health Centre,community health center,10,st. george,2017-07-11,2021-05-11,59043281293741,needs upgrade,12.93741,-59.04328
missing,Curry-LLC Infirmary,polyclinic,10,st. george,2022-06-13,2023-03-07,,good,13.0,-59.0
missing,Lawrence-PLC,community health center,390,christ church,2022-11-30,2025-05-29,59255491314154,followup ,13.14154,-59.25549
4842,Stein Ltd HospNewLine,hospital,0,st. james,2018-07-03,2025-07-24,,missing,13.0,-59.0
4842,Stein Ltd HospNewLine,hospital,0,st. james,2018-07-03,2025-07-24,,missing,13.0,-59.0
4843,Walker LLC Medical Center,missing,367,st. james,2022-03-06,2020-12-18,59265501314048,,13.14048,-59.2655
missing,Marshall-Burns Polyclinic,missing,10,missing,2022-07-04,2024-11-02,,missing,13.0,-59.0
missing,Marshall-Burns Polyclinic,missing,10,missing,2022-07-04,2024-11-02,,missing,13.0,-59.0
missing,Montgomery Meadows and Harris Medical Center,missing,342,st. andrew,2024-09-13,2020-01-17,58719371272097,missing,12.72097,-58.71937
04846,Davis Carpenter and Wagner,clinic,158,st. james,2022-10-22,2018-01-19,58944991319099,missing,13.19099,-58.94499
04847,Cummings-Moore Health Centre,clinic,110,christ church,2021-12-05,2023-07-12,1314125953,,13.141,-25.953
04847,Cummings-Moore Health Centre,clinic,110,christ church,2021-12-05,2023-07-12,1314125953,,13.141,-25.953
missing,Wagner-PLC Polyclinic,health center,283,st. george,2017-04-19,2024-07-12,,,13.0,-59.0
missing,Whitehead-LLC Polyclinic,hospital,10,christ church,2021-03-01,2024-08-06,59230031311440,needs upgrade,13.1144,-59.23003
HF4850,Osborn-Carter-and-Andrews Medical Center,polyclinic,415,st. george,2018-09-28,2019-12-27,58980041284629,reinspection due,12.84629,-58.98004
missing,Rush Mitchell and Huynh Hosp,polyclinic,0,st. john,2017-02-28,2020-02-03,13189275904716,reinspection due,13.18927,-59.04716
4852,Martinez-Steele,hospital,10,st. george,2023-04-03,2019-12-21,,needs upgrade,13.0,-59.0
4853,Velazquez LLC Medical Center,health center,0,st. john,2018-12-03,2022-07-12,,,13.0,-59.0
missing,Cantrell-Inc,hospital,409,st. john,2025-03-10,2023-09-23,,followup ,13.0,-59.0
missing,Diaz LLC Hospital,polyclinic,0,st. andrew,2020-11-02,2023-05-23,125217591418,,12.5217,-59.1418
4856,Elliott-Evans Polyclinic,missing,289,st. peter,2019-05-04,2023-01-17,59003631283119,missing,12.83119,-59.00363
4856,Elliott-Evans Polyclinic,missing,289,st. peter,2019-05-04,2023-01-17,59003631283119,missing,12.83119,-59.00363
4857,Gibbs Welch and Hampton Polyclinic,clinic,0,christ church,2016-08-02,2023-06-26,58864101324127,,13.24127,-58.8641
04858,Aguilar-Garza,health center,0,st. andrew,2019-05-24,2025-02-01,59289271272582,missing,12.72582,-59.28927
04858,Aguilar-Garza,health center,0,st. andrew,2019-05-24,2025-02-01,59289271272582,missing,12.72582,-59.28927
missing,Salas-Maxwell-and-Rivera Medical Center,health center,0,st. george,2024-05-07,2018-08-20,59006311305767,good,13.05767,-59.00631
b56e3a,Willis-Burns Infirmary,health center,476,st. joseph,2025-09-06,2021-10-31,12749255880907,missing,12.74925,-58.80907
missing,Campbell Mills and Adams,community health center,10,st. john,2024-10-19,2022-12-05,13144585347,,13.144,-58.534
missing,Thompson-Shelton,community health center,400,st. george,2023-12-28,2021-09-16,58717991328415,,13.28415,-58.71799
missing,Thompson-Shelton,community health center,400,st. george,2023-12-28,2021-09-16,58717991328415,,13.28415,-58.71799
4863,Moore Avery and Perez Hosp,clinic,482,st. lucy,2020-09-27,2021-08-06,131546585615,,13.1546,-58.5615
4864,House-Ltd Hospital,hospital,353,st. peter,2021-09-07,2018-12-14,12702715898562,missing,12.70271,-58.98562
534104,Freeman Roman and Hall,community health center,72,st. john,2019-07-12,2024-06-10,12444585141,followup ,12.444,-58.514
missing,Sanders-PLC,hospital,0,st. james,2025-12-25,2019-12-23,12585058500,reinspection due,5.85,-12.585
4867,Thomas Ramirez and Miller Medical Center,missing,0,st. michael,2019-01-23,2023-03-12,13204955874428,,13.20495,-58.74428
missing,Williamson-Hamilton Polyclinic,health center,0,st. james,2023-04-26,2019-04-09,58906701290817,,12.90817,-58.9067
missing,Williams-PLC Infirmary,polyclinic,0,st. joseph,2023-04-22,2018-08-20,,,13.0,-59.0
missing,Williams-PLC Infirmary,polyclinic,0,st. joseph,2023-04-22,2018-08-20,,,13.0,-59.0
missing,Cortez-Thomas,clinic,445,st. peter,2022-06-17,2024-07-02,12913455877698,missing,12.91345,-58.77698
missing,White Irwin and Reynolds Health Centre,health center,319,st. james,2024-08-31,2025-06-08,12921555903814,,12.92155,-59.03814
missing,Smith Landry and Alvarez,polyclinic,406,st. andrew,2022-01-30,2022-05-09,,needs upgrade,13.0,-59.0
4873,Carey PLC Clinic,clinic,141,st. george,2024-03-05,2025-01-21,59246461293881,reinspection due,12.93881,-59.24646
c1b8b9,Lyons-Harris Hospital NewLine,community health center,23,st. andrew,2022-05-15,2019-09-10,12884935901260,reinspection due,12.88493,-59.0126
c1b8b9,Lyons-Harris Hosp NewLine,community health center,23,st. andrew,2022-05-15,2019-09-10,12884935901260,reinspection due,12.88493,-59.0126
missing,Morales-Estrada-and-Moreno Clinic,hospital,164,st. james,2022-04-23,2025-12-31,59156231320332,reinspection due,13.20332,-59.15623
missing,Delgado and Sons Health Centre,polyclinic,381,st. lucy,2025-03-06,2019-02-14,124930584636,needs upgrade,12.493,-58.4636
HF4877,Bond-LLC,polyclinic,478,st. peter,2025-08-31,2019-08-30,59070551290573,reinspection due,12.90573,-59.07055
af2648,Benson-Lara-and-Stephens Hosp,community health center,0,st. joseph,2020-06-12,2018-08-19,,missing,13.0,-59.0
HF4879,Park Jackson and Walker Hospital,missing,10,st. andrew,2017-04-02,2020-11-04,58872571324135,,13.24135,-58.87257
HF4880,Pham-Group Clinic,community health center,173,st. lucy,2024-07-30,2019-02-01,58735381322359,missing,13.22359,-58.73538
HF4880,Pham-Group Clinic,community health center,173,st. lucy,2024-07-30,2019-02-01,58735381322359,missing,13.22359,-58.73538
4881,Bowers Ltd Infirmary,health center,10,missing,2021-10-11,2020-11-14,131151591015,missing,13.1151,-59.1015
9db0e7,Peterson Soto and Smith Clinic,clinic,0,st. peter,2025-08-31,2021-01-06,58952341313420,,13.1342,-58.95234
missing,Torres LLC,polyclinic,0,st. michael,2019-09-27,2022-11-29,59170261289782,,12.89782,-59.17026
4884,Rhodes-PLC Hospital,health center,0,st. george,2022-04-22,2023-04-19,,reinspection due,13.0,-59.0
4884,Rhodes-PLC Hosp,health center,0,st. george,2022-04-22,2023-04-19,,reinspection due,13.0,-59.0
missing,Brooks-Delacruz Polyclinic,missing,406,st. lucy,2018-12-27,2019-06-01,59257261272192,,12.72192,-59.25726
4886,Martin Jones and May Infirmary,missing,420,st. joseph,2021-12-16,2021-02-13,59291501279531,good,12.79531,-59.2915
9852f5,Young-Griffin Medical Center,hospital,409,christ church,2023-08-12,2025-11-08,1311159755,followup ,13.111,-59.755
ca0a19,Blanchard Johnson and Johnson NewLine,community health center,269,st. james,2020-09-07,2020-01-19,1377591548,followup ,13.775,-91.548
ca0a19,Blanchard Johnson and Johnson NewLine,community health center,269,st. james,2020-09-07,2020-01-19,1377591548,followup ,13.775,-91.548
missing,Johnson-Myers,missing,149,st. andrew,2024-05-10,2021-09-25,59167461285188,,12.85188,-59.16746
missing,Garza and Sons Health Centre NewLine,community health center,365,st. andrew,2017-05-12,2024-01-26,59061031275829,good,12.75829,-59.06103
4891,Moore Berry and Ruiz Hosp,clinic,357,st. peter,2022-01-25,2019-05-11,,,13.0,-59.0
missing,Cruz-Tyler Clinic,community health center,386,st. george,2022-08-11,2021-08-15,13040495915735,,13.04049,-59.15735
4893,Owen PLC Hosp,polyclinic,286,st. michael,2019-08-21,2023-06-10,124756584619,reinspection due,12.4756,-58.4619
4894,Davis Smith and Maynard Clinic,community health center,384,missing,2018-10-05,2020-11-16,58824551277617,needs upgrade,12.77617,-58.82455
4894,Davis Smith and Maynard Clinic,community health center,384,missing,2018-10-05,2020-11-16,58824551277617,needs upgrade,12.77617,-58.82455
4895,Lucero-Nguyen,polyclinic,0,christ church,2020-05-15,2018-10-07,59255591279236,needs upgrade,12.79236,-59.25559
missing,Brown PLC Medical Center,hospital,0,missing,2021-04-03,2020-09-02,59206091273832,followup ,12.73832,-59.20609
4897,Morales Anderson and Callahan Health Centre,hospital,0,st. john,2025-09-05,2022-04-05,59139031329658,,13.29658,-59.13903
4897,Morales Anderson and Callahan Health Centre,hospital,0,st. john,2025-09-05,2022-04-05,59139031329658,,13.29658,-59.13903
4898,Singh Escobar and Figueroa Clinic,polyclinic,0,christ church,2022-10-10,2018-02-16,59072001278345,followup ,12.78345,-59.072
4899,Rivera-Group Hospital,missing,128,st. george,2017-07-10,2022-11-21,59003171298074,good,12.98074,-59.00317
4899,Rivera-Group Hosp,missing,128,st. george,2017-07-10,2022-11-21,59003171298074,good,12.98074,-59.00317
4900,Ponce-Higgins Infirmary,polyclinic,51,missing,2018-08-26,2019-12-07,58736891287689,reinspection due,12.87689,-58.73689
04901,Miller LLC,hospital,10,christ church,2020-06-08,2020-03-26,12473158472,missing,12.473,-15.847
04902,Wagner Franklin and Rice,community health center,348,st. james,2016-08-18,2024-01-10,12902445897875,reinspection due,12.90244,-58.97875
missing,Potter-Davis-and-Morse Hosp,health center,0,st. peter,2021-07-20,2018-01-15,,,13.0,-59.0
4904,Mason-Turner Infirmary,missing,0,christ church,2023-04-09,2025-01-02,13122659153,missing,13.122,-65.915
